,title,release_date,genre,platforms,developer,esrb_rating,ESRBs,metascore,userscore,critic_reviews,user_reviews,num_players,summary
298,Baldur's Gate,"Dec 21, 1998","Role-Playing, PC-style RPG, PC-style RPG, Western-Style",Dreamcast,BioWare,T,Animated Blood Mild Language Use of Alcohol and Tobacco,91,8.9,16,818.0,"1-6 Players, Online Multiplayer Up to 6 Players","Baldur's Gate takes you back to the Forgotten Realms on a visually dazzling role-playing adventure, one that brings to life the grand tradition of Advanced Dungeons & Dragons through cutting edge art and technology. Immerse yourself in this quintessential medieval fantasy world, where entire nations hang in the balance of your actions, dark prophecies test your resolve, and heroic dreams can be fulfilled at last. [Interplay]"
299,Bayonetta 2,"Sep 20, 2014","Action Adventure, Fantasy, Fantasy, Linear",Dreamcast,PlatinumGames,M,,91,8.9,80,1348.0,,"In this climatic sequel to the critically acclaimed Bayonetta action game, players will be on the edge of their seats from start to finish. Brimming with epic, gorgeous cut scenes and battles that are more exhilarating than ever, this game never lets up on the action. Fight on top of a jet as it soars through a downtown city. Duke it out against a giant angel, who bears a whip for an arm, on top of a speeding train. And take to the skies in a fight against a demonic monster while ascending to the top of a skyscraper."
300,The Witcher 3: Wild Hunt,"May 19, 2015","Action RPG, Role-Playing, Action RPG",Dreamcast,CD Projekt Red Studio,M,,91,9.1,13,5266.0,1 Player,"With the Empire attacking the Kingdoms of the North and the Wild Hunt, a cavalcade of ghastly riders,  breathing down your neck, the only way to survive is to fight back. As Geralt of Rivia, a master swordsman and monster hunter, leave none of your enemies standing. Explore a gigantic open world, slay beasts and decide the fates of whole communities with your actions, all in a genuine next generation format."
301,Rock Band 3,"Oct 26, 2010","Action, Miscellaneous, Rhythm, Music, Music",Dreamcast,Harmonix Music Systems,T,,91,8.1,34,103.0,1 Player,Rock Band returns with another iteration of the popular music game featuring new songs and instruments.
302,Klonoa 2: Lunatea's Veil,"Jul 25, 2001","Action, Platformer, 3D",Dreamcast,Namco,E,,91,8.6,18,128.0,1 Player,"The sequel to 1997's sleeper platformer hit ""Klonoa:  Door to Phantomile"" finds our floppy-eared, baseball cap-wearing hero collecting dream stones and over-inflating his enemies with air bullets while protecting the dream world of Lunatea in this ""2-D style"" action game."
303,IL-2 Sturmovik,"Nov 18, 2001","Simulation, Flight, WWII, WWII, Combat",Dreamcast,"1C, 1C Entertainment",T,Violence,91,8.6,12,173.0,1-32 Players,"Fly 31 types of Russian, German and American planes. Engage in air-to-air and air-to-ground battles. Multiplay with up to 32 players in dogfight and 16 players in cooperative missions. Use custom paint schemes, squadron nose art, numbering on wings, and national markings for each plane. [Ubi Soft]"
304,Mario Tennis,"Aug 28, 2000","Sports, Traditional, Tennis",Dreamcast,Camelot Software Planning,E,,91,8.7,16,154.0,1 Player,"All of your favorite characters hit the court in a wild and wacky multiplayer tennis game from the makers of Mario Golf. Mario, Luigi, Bowser, Peach, Toad, and Donkey Kong lead off the all-star, 14-player line-up. The fast-paced action will have you unleashing vicious volleys, life-saving lobs, ballistic backhands and electrifying super-charged smashes!"
305,FreeSpace 2,"Sep 30, 1999","Simulation, Sci-Fi, Space, Small Spaceship, Small Spaceship, Combat",Dreamcast,Volition Inc.,E,,91,8.7,16,154.0,1-8 Players,"The year is 2367. Thirty-two years have passed since the Great War. As Terrans and Vasudans struggle to rebuild their civilizations, civil war erupts in the Polaris system. A rogue Terran admiral declares war against the Vasudans, threatening the stability of the Alliance. Without warning, the Shivans return, and Terrans and Vasudans face annihilation at the hands of their Great War nemesis. [Interplay]"
306,Colony Wars,"Oct 31, 1997","Simulation, Sci-Fi, Small Spaceship",Dreamcast,Psygnosis,E,Animated Violence,91,8.3,12,25.0,1 Player,Delivers the real experience with its spectacular cinematic graphics.
307,Metal Gear Solid V: The Phantom Pain,"Sep  1, 2015","Action Adventure, Modern, Open-World",Dreamcast,Kojima Productions,M,,91,7.9,13,2745.0,Up to 16 Players,"The Soviet invasion of Afghanistan has brought a new edge to the Cold War, and in 1984, a one-eyed man with a prosthetic arm appears in the country. Those who know him call him Snake; the legendary mercenary who was once swept from the stage of history and left in a coma by American private intelligence network Cipher. Snake is accompanied by Ocelot, an old friend who saved him from attack when he finally awoke.

Now, Snake's former partner Kazuhira Miller is being held by the Soviet forces in Afghanistan. Snake must undertake a solo mission to rescue Miller and prove to the world that the legendary mercenary is not dead and gone. That first step will lead to a path of vengeance against the very Cipher that slaughtered so many of Snake's men, and to a battle that will embroil the whole world...

What started in Ground Zeroes must finish with ""V""."
308,Ratchet & Clank: Up Your Arsenal,"Nov  3, 2004","Action, Platformer, 3D",Dreamcast,Insomniac Games,T,Crude Humor Fantasy Violence,91,9.0,65,554.0,"1-4 Players, 8 Players Online","(Also known as ""Ratchet & Clank 3"")  The third installment of the Ratchet & Clank franchise incorporates new elements of gameplay not seen previously in the series, including online and offline multiplayer capabilities that will appeal to a wide variety of players. Ratchet and Clank: Up Your Arsenal returns gamers to Planet Veldin, the setting of the original Ratchet & Clank, where the duo set off on a gripping new adventure through a multitude of diverse planets to fight for galactic peace. Players will be able to earn up to 20 weapons (including online and offline) with up to four levels of upgrades for most weapons, plus new high-tech gadgets to help them through their journey. [SCEA]"
309,Resident Evil (2002),"Apr 30, 2002","Action Adventure, Horror",Dreamcast,Capcom,M,Blood and Gore Violence,91,9.2,35,714.0,1 Player,"Raccoon City has been completely overrun by mutant beasts and bloodthirsty zombies. You are a member of S.T.A.R.S.--a rescue squad sent into the community to investigate the ominous mansion at the core of the disaster. Take the role of operative Jill Valentine or Chris Redfield and uncover the secrets behind a radical, genetic research facility. With an array of weapons to master and horrors around every corner, the ultimate test may be just to make it out alive."
310,FIFA Soccer 10,"Oct 20, 2009","Sports, Traditional, Team, Soccer, Sim, Sim",Dreamcast,EA Sports,E,,91,7.5,56,231.0,1 Player,"On the pitch, critical gameplay fundamentals have been enhanced to ensure that FIFA Soccer 10 mirrors real-world soccer, providing more sophisticated ball control, and physical interaction between players. In addition, players now move, behave and position themselves more realistically. On attack, players analyze space more effectively, curve their runs in an attempt to stay onside, create passing lanes naturally, and drive for more variety in attacking options. On defense, new concepts like position priority enable defenders to multitask so dangerous spaces left open by teammates out of position are covered. Plus, slide tackle targeting, press marking, and better-urgency clearance logic provide new options that make defending a tactical skill in FIFA Soccer 10. In goal, a myriad of improvements and refinements to goalkeeper intelligence result in a more responsive and powerful rushing system and ultra-realistic saves. Better balance on lofted through balls, improved goalkeeper intelligence, more realistic shooting mechanics with less shots hitting the goal posts, a practice arena to perfect skills, and a more immersive soccer experience through continuous play and quick free kicks are just a few of the issues raised by fans and addressed in FIFA Soccer 10. Three new innovations revealed today at E3 have been developed to change the player control experience in FIFA Soccer 10. The first-ever true 360 degree dribbling system gives players finer control of the ball, enabling them to find spaces between defenders that previously were not possible. Using an all-new animation technology, skilled dribblers now have the ability to face the defender and use highly responsive lateral dribbling to skip past him. An innovative concept called Freedom in Physical Play enables players to perform wider dribble touches and new collision sharing creates a varied, less predictable, and extended fight for possession between the dribbler and a defender.
FIFA Soccer 10 also features a deeper iteration of the ever-popular Manager Mode with more than 50 major improvements, including new match realism, realistic player transfers based on multiple decision points, and true-to-life player growth curves. [Electronic Arts]"
311,Assassin's Creed II,"Nov 17, 2009","Action Adventure, Historic, Historic, Open-World",Dreamcast,Ubisoft Montreal,M,Blood Intense Violence Sexual Content Strong Language,91,8.7,70,1952.0,1 Player,"Assassin's Creed II is the product of over two years of intensive development by the original creative team behind the Assassin's Creed brand. In a vast open world environment, the game invites players to incarnate Ezio, a privileged young noble in Renaissance Italy who's been betrayed by the rival ruling families of Italy. Ezio's subsequent quest for vengeance plunges players into an epic story that offers more variety in missions, surprising and engaging new gameplay elements, diverse weapons and a profound character progression that appeal to fans of the original Assassin's Creed as well as entice players new to the brand. [Ubisoft]"
